#This file is Chinese collocation file
#Lines start with # are comments and will be ignored
#This file is used to extract the check-point of S:Collocation in C2E task
#The format is: [Chiese word 1]~[Pos 1]:Relation:[Pos 2]~[Chinese word 2] [English parts]

哀愁~a:attr:n~阴影	sadness~of~shadow
破坏~v:obj:n~规矩	break~v:obj:n~rule
破坏~v:obj:n~机器	destroy~v:obj:n~machine
破坏~v:obj:n~家庭	destroy~v:obj:n~home
破坏~v:obj:n~力	break~~force
破坏~v:obj:n~力量	destruction~~force
破坏~v:obj:n~联结	break~v:obj:n~bond
破坏~v:obj:n~名声	ruin~v:obj:n~reputation
破坏~v:obj:n~宁静	break~v:obj:n~peace
破坏~v:obj:n~凝胶	break~v:obj:n~gel
破坏~v:obj:n~泡沫	break~v:obj:n~foam
破坏~v:obj:n~氰	destruction~~cyanide
破坏~v:obj:n~商船	destruction~v:mods:d~commerce
破坏~v:obj:n~生活	destroy~v:obj:n~life
破坏~v:obj:n~声誉	destroy~v:obj:n~honor
破坏~v:obj:n~危险性	damage~~risk
破坏~v:obj:n~无机物	destruction~~inorganic
破坏~v:obj:n~细胞	destory~v:obj:n~cell
破坏~v:obj:n~信号	destroy~v:obj:n~signal
破坏~v:obj:n~信仰	destroy~v:obj:n~faith
破坏~v:obj:n~幸福	destroy~v:obj:n~happiness
破坏~v:obj:n~野餐	spoil~v:obj:n~picnic
破坏~v:obj:n~一切	destroy~v:obj:n~everything
破坏~v:obj:n~有	destroy~modals~have
破坏~v:obj:n~制度	wrack~v:obj:n~system
破坏~v:obj:n~组织	damage the organization;destroy the organization;destroy~v:obj:n~tissue
破坏~v:obj:n~作用	destructive~~effect
破坏性~a:attr:n~地震	devastate~~earthquake
破坏性~a:attr:n~活力	destructive~a:attr:n~vigour
破解~v:obj:n~电报	decode~v:obj:n~telegram
破旧~a:attr:n~楼梯	old~a:attr:n~stair
破旧~a:attr:n~旅馆	shabby~a:attr:n~hotel
破旧~a:attr:n~钱袋	old~a:attr:n~purse
破旧~a:attr:n~墙壁	old~a:attr:n~wall
破旧~a:attr:n~外衣	shabby~a:attr:n~coat
破开~v:obj:n~棚	bust~into~shed
破裂~a:attr:n~进行	rupture~v:obj:n~progression
破裂~a:attr:n~声音	break~~sound
破灭~a:attr:n~东西	extinguish~~thing
破碎~v:obj:n~流体	break~~fluid
破碎~v:obj:n~效应	shatter~v:obj:n~effect
破译~v:obj:n~密码	break~v:obj:n~code
剖开~a:attr:n~云母	cleave~a:attr:n~mica
剖开~v:obj:n~棒球	open~tsub~baseball
扑克~v:mods:d~游戏	poker~v:mods:d~game
扑灭~a:attr:n~机会	extinguish~props~chance
扑灭~v:obj:n~火焰	quench~v:obj:n~blaze
扑灭~v:obj:n~机会	extinguish~~chance
扑通~v:mods:d~倒下来	plump~~down
铺~v:obj:n~草	cover~~grass
铺~v:obj:n~床单	bed~~sheet
铺~v:obj:n~稻草	lay~~straw
铺~v:obj:n~地毯	carpet the floor;put carpet on the floor;lay~v:obj:n~carpet
铺~v:obj:n~街道	pave~v:obj:n~street
铺~v:obj:n~沥青	lay~means~asphalt
铺~v:obj:n~台布	cover~~cloth
铺~v:obj:n~橡皮	cover~means~rubber
铺好~v:obj:n~地铺	bed~locn~floor
铺开~a:attr:n~地毯	unroll~a:attr:n~carpet
铺开~v:obj:n~地毯	unroll~v:obj:n~carpet
铺开~v:obj:n~衣服	spread~v:obj:n~clothes
铺满~a:attr:n~大地	cover~~ground
铺满~a:attr:n~世界	cover~a:attr:n~world
铺满~v:obj:n~白雪	cover~tsub~snow
铺满~v:obj:n~粉	cover~means~flour
铺满~v:obj:n~雪花	cover~with~snow
铺排~v:obj:n~思想	arrange~v:obj:n~thought
铺上~v:obj:n~木板	over~~board
铺上~v:obj:n~织锦	cover~with~brocade
铺子~v:mods:d~橱窗	shop~of~window
葡萄~v:mods:d~生产	grape~a:attr:n~crop
葡萄糖~v:mods:d~屏障液	glucose~v:mods:d~barrier
朴实~a:attr:n~孩子	fidelity~~child
朴实无华~a:attr:n~故事	unvarnished~a:attr:n~tale
朴素~a:attr:n~冬装	austere~a:attr:n~winter
朴素~a:attr:n~概念	simple~a:attr:n~concept
朴素~a:attr:n~衣服	simple~a:attr:n~attire
朴素~v:mods:d~打扮	simple~~adorn
普遍~a:attr:n~承认	universal~a:attr:n~recognition
普遍~a:attr:n~定律	universal~a:attr:n~law
普遍~a:attr:n~反对	widespread~a:attr:n~opposition
普遍~a:attr:n~规律	a/the common/universal law;universal~a:attr:n~law
普遍~a:attr:n~理论	general~a:attr:n~theory
普遍~a:attr:n~气氛	general~a:attr:n~atmosphere
普遍~a:attr:n~时代	general~~age
普遍~a:attr:n~问题	general~a:attr:n~problem
普遍~a:attr:n~兴趣	general~a:attr:n~interest
普遍~a:attr:n~要素	universal~a:attr:n~element
普遍~a:attr:n~原理	common~a:attr:n~principle;general~a:attr:n~principle;the common principle
普遍~a:attr:n~原则	general~a:attr:n~principle
普遍~a:attr:n~赞成	widespread~a:attr:n~approval
普遍~a:attr:n~真理	a/the common fact/truth;common~a:attr:n~truth
普遍~a:attr:n~支持	widespread~a:attr:n~support
普遍~a:attr:n~尊重	universal~a:attr:n~respect
普遍~v:mods:d~采用	general~~adopt
普遍~v:mods:d~长进	general~a:attr:n~improvement
普遍~v:mods:d~出现	commonly~time~present
普遍~v:mods:d~存在	commonly exist; exist commonly;common~v:obj:n~be
普遍~v:mods:d~反对	general~a:attr:n~rebellion
普遍~v:mods:d~反抗	widespread~a:attr:n~revolt
普遍~v:mods:d~感到	widespread~a:attr:n~feeling
普遍~v:mods:d~怀疑	general~a:attr:n~discredit
普遍~v:mods:d~欢乐	general~a:attr:n~happiness
普遍~v:mods:d~看作	commonly~time~regard
普遍~v:mods:d~贫困	widespread~a:attr:n~poverty
普遍~v:mods:d~贫穷	universal~a:attr:n~poverty
普遍~v:mods:d~同意	general~a:attr:n~agreement
普遍~v:mods:d~选举产生	universal~appostn~franchise
普遍~v:mods:d~要求	universal~a:attr:n~call
普遍~v:mods:d~尊敬	universal~a:attr:n~estimation
普遍性~v:mods:d~领域	universal~a:attr:n~realm
普遍性~v:mods:d~事实	general~a:attr:n~fact
普查~a:attr:n~灵敏度	survey~~sensitivity
普查~v:obj:n~方法	survey~~method
普查~v:obj:n~灵敏度	survey~tsub~sensitivity
普普通通~a:attr:n~公司	mediocre~a:attr:n~company
普通~a:attr:n~班机	ordinary~a:attr:n~flight
普通~a:attr:n~玻璃	common/regular glass;normal~a:attr:n~glass
普通~a:attr:n~代数	ordinary~a:attr:n~algebra
普通~a:attr:n~导电性	ordinary~a:attr:n~conductivity
普通~a:attr:n~电流计	ordinary~a:attr:n~meter
普通~a:attr:n~电阻	ordinary~a:attr:n~resistance
普通~a:attr:n~犯罪	ordinary~a:attr:n~crime
普通~a:attr:n~方法	common~a:attr:n~method;common~a:attr:n~way
普通~a:attr:n~概念	universal~a:attr:n~notion
普通~a:attr:n~公民	common~a:attr:n~citizen;ordinary~a:attr:n~citizen;the regular citizen;the ordinary citizen
普通~a:attr:n~光电池	ordinary~a:attr:n~photocell
普通~a:attr:n~光电管	ordinary~a:attr:n~photocell
普通~a:attr:n~规则	ordinary~a:attr:n~rule
普通~a:attr:n~恒星	normal~a:attr:n~star;ordinary~a:attr:n~star
普通~a:attr:n~化学	general~a:attr:n~chemistry
普通~a:attr:n~昏厥	ordinary~a:attr:n~faint
普通~a:attr:n~机车	ordinary~a:attr:n~locomotive
普通~a:attr:n~疾病	common~a:attr:n~ailment
普通~a:attr:n~精神	common~a:attr:n~chivalry
普通~a:attr:n~科学	general~a:attr:n~science
普通~a:attr:n~老百姓	common~a:attr:n~man;the common/ordinary people
普通~a:attr:n~类型	popular~a:attr:n~type
普通~a:attr:n~例子	common~a:attr:n~example
普通~a:attr:n~联结	normal~~bonding
普通~a:attr:n~领导人	ordinary~a:attr:n~leader
普通~a:attr:n~帽子	ordinary~a:attr:n~hat
普通~a:attr:n~牧工	ordinary~a:attr:n~stockman
普通~a:attr:n~纳税人	general~a:attr:n~tax
普通~a:attr:n~农民	an ordinary farmer;ordinary~a:attr:n~peasant
普通~a:attr:n~女人	common~a:attr:n~squaw;ordinary~a:attr:n~woman
普通~a:attr:n~女子	general~~woman
普通~a:attr:n~炮眼组	normal~~fire
普通~a:attr:n~气体	common~a:attr:n~gas
普通~a:attr:n~屈服	general~a:attr:n~yield
普通~a:attr:n~热机	ordinary~a:attr:n~engine
普通~a:attr:n~人民	common~a:attr:n~people
普通~a:attr:n~设备	common~~build
普通~a:attr:n~生活	common~a:attr:n~life;ordinary~a:attr:n~life
普通~a:attr:n~使用	commonly~~employ
普通~a:attr:n~事物	common~a:attr:n~thing
普通~a:attr:n~手面	ordinary~a:attr:n~plane
普通~a:attr:n~熟人	common~a:attr:n~acquaintance
普通~a:attr:n~数	ordinary~a:attr:n~number
普通~a:attr:n~水平	general~~level
普通~a:attr:n~提价	general~a:attr:n~rate
普通~a:attr:n~物质	common~a:attr:n~substance;ordinary~a:attr:n~matter
普通~a:attr:n~吸收	general~a:attr:n~absorption
普通~a:attr:n~铣床	plain~tsub~mill
普通~a:attr:n~系统	plain~~system
普通~a:attr:n~阴离子	common~a:attr:n~anion
普通~a:attr:n~语言	ordinary~a:attr:n~language
普通~a:attr:n~原理	general~a:attr:n~principle
普通~a:attr:n~噪音	ordinary~~sound
普通~a:attr:n~罪犯	common~a:attr:n~criminal
谱写~v:obj:n~歌	compose~v:obj:n~song
谱子~v:mods:d~空间	spectral~a:attr:n~subspace
瀑布~a:attr:n~盐水	cascade~~salt
瀑布~v:obj:n~盐水	cascade~~salt
七八下~v:mods:d~亲	seven~lops~kiss
妻子~v:mods:d~病	wife~tsub~ill
妻子~v:mods:d~病房	wife~possr~room
妻子~v:mods:d~回答	wife~v:obj:n~answer
妻子~v:mods:d~面色	wife~~look
妻子~v:mods:d~头	wife~~head
凄惨~a:attr:n~队伍	dismal~a:attr:n~procession
凄惨~a:attr:n~故事	squalor~about~story
凄惨~a:attr:n~状况	forlorn~a:attr:n~state
凄楚~a:attr:n~身影	sad~a:attr:n~figure
凄楚~a:attr:n~心情	mournful~a:attr:n~heart
凄苦~a:attr:n~眼睛	hard~a:attr:n~eye
凄凉~a:attr:n~房子	desolate~a:attr:n~house
凄凉~a:attr:n~荒原	dreary~a:attr:n~wilderness
凄凉~a:attr:n~所在	bleak~a:attr:n~place
凄凉~v:mods:d~快乐	dreary~a:attr:n~pleasure
栖息~v:obj:n~选择	habitat~~selection
期待~a:attr:n~计划	await~~program
期待~a:attr:n~骚动	expectant~a:attr:n~stir
期待~v:obj:n~读	anticipate~v:obj:n~read
期待~v:obj:n~发生	anticipate~v:obj:n~happen
期待~v:obj:n~回来	expect~~back
期待~v:obj:n~获得	expect~v:obj:n~get
期待~v:obj:n~假期	anticipate~v:obj:n~vacation
期待~v:obj:n~陌生人	expect~v:obj:n~stranger
期待~v:obj:n~天气	wait~v:obj:n~weather
期待~v:obj:n~信	expect~v:obj:n~letter
期待~v:obj:n~有	expect~~boot
期货~v:mods:d~价格	future~a:attr:n~price
期货~v:mods:d~市场	forward~a:attr:n~market
期望~a:attr:n~候选人	prospective~a:attr:n~candidate
期望~a:attr:n~理由	expect~props~reason
期望~a:attr:n~秘密	desire~~secret
期望~a:attr:n~平均值	expect~~mean
期望~a:attr:n~同事们	expect~~colleague
期望~a:attr:n~行动	expect~~act
期望~v:obj:n~达到	expect~v:obj:n~accomplish
期望~v:obj:n~到来	anticipant~of~arrival
期望~v:obj:n~多	expectation~a:attr:n~high
期望~v:obj:n~发生	expect~v:obj:n~operate
期望~v:obj:n~飞黄腾达	expect~v:obj:n~rise
期望~v:obj:n~加速	expect~v:obj:n~accelerate
期望~v:obj:n~看到	expect~v:obj:n~see
期望~v:obj:n~灵魂	desire~~soul
期望~v:obj:n~拿出	expect~~out
期望~v:obj:n~舒适	expect~~easy
期望~v:obj:n~通过	expect~v:obj:n~sweep
期望~v:obj:n~下雪	anticipate~v:obj:n~snow
欺~v:obj:n~小孩	bully~tind~child
欺负~v:obj:n~仆人	bully~tind~servant
欺瞒~a:attr:n~祖父	deceive~~grandparent
欺骗~a:attr:n~打算	deceive~v:obj:n~mean
欺骗~a:attr:n~孩子	cheat~a:attr:n~boy
欺骗~v:obj:n~父母	cheat~v:obj:n~parent
欺骗~v:obj:n~妇人	deceive~tind~lady
欺骗~v:obj:n~故事	kid~~story
欺骗~v:obj:n~顾客	cheat~v:obj:n~customer
欺骗~v:obj:n~女人	delude~tind~woman
欺骗~v:obj:n~群众	deceive~v:obj:n~public
欺骗~v:obj:n~商人	cheat~v:obj:n~tradesman
欺骗~v:obj:n~议会	cheat~v:obj:n~council
欺骗不了~v:obj:n~老人	beguile~~old
欺诈~a:attr:n~机会	swindle~for~opportunity
欺诈~a:attr:n~行当	fraud~~trade
欺诈~v:obj:n~道路	trickery~~path
欺诈~v:obj:n~机会	swindle~~opportunity
欺诈~v:obj:n~行当	fraud~equiv~trade
漆~a:attr:n~玻璃	lacquer~~glass
漆~a:attr:n~桌子	lacquer~v:mods:d~table
漆~v:obj:n~大门	paint~v:obj:n~gate
漆~v:obj:n~房子	paint~v:obj:n~house
漆~v:obj:n~桌子	lacquer~~table
漆成~v:obj:n~白色	paint~lcmp~white
漆成~v:obj:n~地板	paint~v:obj:n~floor
漆成~v:obj:n~绿色	paint~lcmp~green
漆黑~a:attr:n~岸边	dark~a:attr:n~selvedge
漆黑~a:attr:n~翅膀	black~a:attr:n~wing
漆黑~a:attr:n~街道	dark~a:attr:n~street
漆黑~a:attr:n~街上	dark~a:attr:n~street
漆黑~a:attr:n~明星	pitch-black~~star
漆黑~a:attr:n~头发	black~a:attr:n~hair
漆黑~a:attr:n~夜晚	dark~a:attr:n~night
漆黑~a:attr:n~云层	inky~a:attr:n~cloud
漆黑一团~a:attr:n~宇宙	black~a:attr:n~universe
齐声~v:mods:d~回答	chorus~locn~answer
齐声~v:mods:d~咆哮	voice~as~roar
其~v:mods:d~费用	so~~cost
其~v:mods:d~混合物	thereof~v:mods:d~mixture
其~v:mods:d~容器	rest~a:attr:n~container
其~v:mods:d~事	very~a:attr:n~matter
其~v:mods:d~性质	much~~nature;very~a:attr:n~nature
其~v:mods:d~重要性	exaggerate~~importance
其实~v:mods:d~困难	really~intnsifs~difficult
其他~v:mods:d~报刊	other~lops~print
其他~v:mods:d~报纸	other~lops~journal
其他~v:mods:d~被告	other~lops~defendant
其他~v:mods:d~本位	other~lops~standard
其他~v:mods:d~变量	other~lops~variable
其他~v:mods:d~标准	other~v:mods:d~criterion
其他~v:mods:d~病痛	other~lops~difficulty
其他~v:mods:d~部门	another~a:attr:n~division;other~lops~department;other~v:mods:d~part;other~v:mods:d~segment
其他~v:mods:d~参议员	other~lops~senator
其他~v:mods:d~差	other~lops~difference
其他~v:mods:d~车辆	other~lops~vehicle
其他~v:mods:d~成本	other~lops~cost
其他~v:mods:d~成分	other~lops~component
其他~v:mods:d~成员	other~lops~member
其他~v:mods:d~成员国	other~lops~member
其他~v:mods:d~城市	other~v:mods:d~city
其他~v:mods:d~城镇	other~lops~town
其他~v:mods:d~船	other~lops~boat
其他~v:mods:d~船只	another~a:attr:n~ship
其他~v:mods:d~大国	other~lops~power
其他~v:mods:d~代价	other~lops~cost
其他~v:mods:d~待遇	other~lops~treatment
其他~v:mods:d~蛋白质	other~lops~protein
其他~v:mods:d~岛	other~lops~island
其他~v:mods:d~地层	other~lops~bed
其他~v:mods:d~地点	other~v:mods:d~locality
其他~v:mods:d~地方	else~a:attr:n~nowhere;other~v:mods:d~place
其他~v:mods:d~地皮	other~lops~land
其他~v:mods:d~东西	rest~tsub~thing
其他~v:mods:d~董事	other~v:mods:d~director
其他~v:mods:d~动物	other~lops~animal
其他~v:mods:d~法官	other~lops~judge
其他~v:mods:d~方	other~~box
其他~v:mods:d~方法	other~lops~method;other~v:mods:d~way
其他~v:mods:d~方面	other~lops~way;other~v:mods:d~aspect
其他~v:mods:d~方式	other~v:mods:d~way
其他~v:mods:d~飞机	rest~~plane
其他~v:mods:d~分量	other~lops~component
其他~v:mods:d~分泌物	other~lops~secretion
其他~v:mods:d~服务	other~lops~service
其他~v:mods:d~福利	other~lops~benefit
其他~v:mods:d~父亲	other~lops~father
其他~v:mods:d~妇女	other~lops~woman
其他~v:mods:d~概念	other~lops~idea
其他~v:mods:d~工艺	other~lops~tool
其他~v:mods:d~公理	other~lops~axiom
其他~v:mods:d~公司	other~lops~company
其他~v:mods:d~功能	other~lops~function
其他~v:mods:d~姑娘	other~v:mods:d~girl
其他~v:mods:d~关系	other~v:mods:d~correlation
其他~v:mods:d~光谱线	other~lops~spectrum
其他~v:mods:d~孩子	other~lops~boy
其他~v:mods:d~好处	other~lops~benefit
其他~v:mods:d~恒星	other~lops~star
其他~v:mods:d~后果	other~lops~effect
其他~v:mods:d~化合物	other~lops~compound
其他~v:mods:d~画面	other~lops~picture
其他~v:mods:d~活动	other~v:mods:d~activity
其他~v:mods:d~火山	other~lops~volcano
其他~v:mods:d~货物	other~lops~merchandise
其他~v:mods:d~机构	other~lops~organization
其他~v:mods:d~机器	other~v:mods:d~machine
其他~v:mods:d~基金	other~v:mods:d~foundation
其他~v:mods:d~基团	other~lops~group
其他~v:mods:d~疾病	another~a:attr:n~disease;other~v:mods:d~disease
其他~v:mods:d~计划	other~lops~plan
其他~v:mods:d~技术	other~v:mods:d~technique
其他~v:mods:d~家猫	other~lops~cat
其他~v:mods:d~家畜	other~lops~livestock
其他~v:mods:d~见闻	rest~~knowledge
其他~v:mods:d~建筑	other~lops~building
其他~v:mods:d~阶级	other~v:mods:d~caste
其他~v:mods:d~结构	other~lops~structure
其他~v:mods:d~解释	another~a:attr:n~interpretation
其他~v:mods:d~经济学家	other~v:mods:d~economist
其他~v:mods:d~酒徒	other~lops~drinker
其他~v:mods:d~居民	other~lops~resident
其他~v:mods:d~军队	other~v:mods:d~army
其他~v:mods:d~军官	other~v:mods:d~officer
其他~v:mods:d~科学家	other~lops~scientist
其他~v:mods:d~课程	other~lops~class
其他~v:mods:d~昆虫	other~v:mods:d~insect
其他~v:mods:d~类	other~lops~kind
其他~v:mods:d~类型	other~lops~type
其他~v:mods:d~理由	other~lops~reason
其他~v:mods:d~例子	other~v:mods:d~instance
其他~v:mods:d~粒子	other~v:mods:d~particle
其他~v:mods:d~灵	other~lops~primate
其他~v:mods:d~领导人	other~lops~leader
其他~v:mods:d~领域	other~lops~field
其他~v:mods:d~流派	other~lops~school
其他~v:mods:d~旅馆	other~lops~hotel
其他~v:mods:d~旅客	other~lops~passenger
其他~v:mods:d~媒介	other~lops~medium
其他~v:mods:d~盟员们	other~lops~member
其他~v:mods:d~民族	other~lops~people
其他~v:mods:d~膜	other~lops~film
其他~v:mods:d~目标	other~v:mods:d~goal
其他~v:mods:d~目的	other~lops~purpose
其他~v:mods:d~男人	other~lops~man
其他~v:mods:d~农作物	other~lops~crop
其他~v:mods:d~女儿	other~lops~daughter
其他~v:mods:d~女人	another~a:attr:n~woman;other~v:mods:d~woman
其他~v:mods:d~爬行动物	other~v:mods:d~reptile
其他~v:mods:d~评论员	other~lops~commentator
其他~v:mods:d~企业	other~lops~business;other~lops~enterprise
其他~v:mods:d~器官	other~lops~organ
其他~v:mods:d~情报	other~lops~information
其他~v:mods:d~权力	other~v:mods:d~power
其他~v:mods:d~缺点	other~lops~drawback
其他~v:mods:d~人	else~a:attr:n~anyone;else~a:attr:n~everybody;else~a:attr:n~everyone;other~lops~hand;other~lops~occupant;other~lops~people;other~lops~woman;other~lops~worker;other~v:mods:d~man;other~~make;rest~~mankind;rest~~pleasant
其他~v:mods:d~人家	other~lops~family
其他~v:mods:d~人物	other~lops~character
其他~v:mods:d~容器	other~lops~device
其他~v:mods:d~杉木	much~~cedar
其他~v:mods:d~商品	other~v:mods:d~goods
其他~v:mods:d~设备	other~lops~equipment
其他~v:mods:d~生物	other~lops~organism;other~lops~species;other~v:mods:d~creature
其他~v:mods:d~声音	other~lops~sound
其他~v:mods:d~诗歌	other~v:mods:d~poetry
其他~v:mods:d~十字路口	other~lops~corner
其他~v:mods:d~士兵	other~v:mods:d~soldier
其他~v:mods:d~事件	other~lops~event
其他~v:mods:d~事例	other~v:mods:d~instance
其他~v:mods:d~事情	other~lops~matter
其他~v:mods:d~事务	other~lops~thing
其他~v:mods:d~事项	else~a:attr:n~everything
其他~v:mods:d~试剂	other~lops~reagent
其他~v:mods:d~收入	other~~revenue
其他~v:mods:d~水手	other~lops~sailor
其他~v:mods:d~速率	other~~speed
其他~v:mods:d~特点	other~lops~feature
其他~v:mods:d~特性	other~lops~property
其他~v:mods:d~体系	other~lops~system
其他~v:mods:d~天才	other~v:mods:d~genius
其他~v:mods:d~天使	other~lops~angel
其他~v:mods:d~投掷物	other~lops~missile
其他~v:mods:d~团体	other~lops~group
其他~v:mods:d~王公	other~lops~prince
其他~v:mods:d~问题	other~v:mods:d~issue;other~v:mods:d~problem
其他~v:mods:d~污染物	other~lops~pollutant
其他~v:mods:d~武器	other~lops~weapon
其他~v:mods:d~物质	other~lops~material
其他~v:mods:d~物种	other~lops~species
其他~v:mods:d~细胞	other~v:mods:d~cell
其他~v:mods:d~先生	other~v:mods:d~gentleman
其他~v:mods:d~纤维	other~lops~fiber
其他~v:mods:d~项目	other~lops~item
其他~v:mods:d~心律	other~~palpitation
其他~v:mods:d~新闻	other~v:mods:d~news
其他~v:mods:d~信息	other~lops~information
其他~v:mods:d~行星	other~v:mods:d~planet
其他~v:mods:d~行政	other~lops~executive
其他~v:mods:d~形式	other~v:mods:d~form
其他~v:mods:d~性能	other~lops~property
其他~v:mods:d~性状	other~v:mods:d~trait
其他~v:mods:d~需要	other~lops~requirement
其他~v:mods:d~学生	rest~above~student
其他~v:mods:d~学校	other~v:mods:d~school
其他~v:mods:d~颜色	other~lops~color
其他~v:mods:d~要务	other~lops~requirement
其他~v:mods:d~要员	other~v:mods:d~officer
其他~v:mods:d~夜晚	other~lops~night
其他~v:mods:d~医生	other~lops~doctor
其他~v:mods:d~艺术家	rest~~artist
其他~v:mods:d~异物	other~lops~matter
其他~v:mods:d~因素	other~v:mods:d~factor
其他~v:mods:d~影响	other~~affect
其他~v:mods:d~游客	other~lops~tourist
其他~v:mods:d~语言	other~v:mods:d~tongue
其他~v:mods:d~原因	other~v:mods:d~cause
其他~v:mods:d~哲学家	other~v:mods:d~philosopher
其他~v:mods:d~针叶树	other~v:mods:d~conifer
其他~v:mods:d~证据	other~v:mods:d~evidence
其他~v:mods:d~证明	other~lops~proof
其他~v:mods:d~知识分子	other~lops~intellectual
其他~v:mods:d~职工	other~lops~employee
其他~v:mods:d~职员	else~~staff
其他~v:mods:d~植物	other~lops~plant
其他~v:mods:d~制造商	other~lops~manufacturer
